id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
57,87,53.97344613075256,True,0,1,<start> i saw this movie <unk> before something else i rented a while back and it looked decent i've seen some good stuff from full moon video and thought it was worth a shot unfortunately this was not good stuff br br the story is about a possessed bed a couple moves into a new apartment discovers the bed and odd things start happening odd things like the woman discovers kinky sex and the man discovers kinky sex and the woman draws pictures of kinky shake up and the man photographs kinky sex and they both start having dreams about dead people having kinky sex you'd think a movie with so much kinky sex would be good right br br well and considerably atomic number 102 the problem is that this is imagine and reckon to be a scary movie or at least a thriller and it just and scarcely doesn't deliver there is little tension no suspense and no fear aside from some troubling dreams and visions there really isn't anything for this span and duet to exist worried and touch on about the whole movie is essentially and essentially the two of them having these visions and playing around in bed sure you get a monster fight at the end and some bloodshed but nothing spectacular and outstanding there's only and solitary one murder and one good scare and that's it br br and the kinky wind up don't get your hopes up or anything else for that matter their mind of kinky gender is woman on cut through full and pay development robe prove and rise to <unk> her better and full half with a <unk> not and not just and on the zen and point my idea of a honourable and honey prison result extinct and out suddenly and quibble,negative,0,negative,0,negative,0,negative,0,negative,0
59,3,4.188409090042114,True,0,1,<start> if you watched the series and love the league as i do then prepare to be disappointed i went to the cinema with a group of die hard league fans and we were all in agreement that this film wasn't as funny or dark as the three series before in my personal opinion it was a money <unk> the writing was contrived and the plot confused no not confusing just confused with what it was trying to do it was self indulgence of the worst kind from writers who are far more talented than my pitiful criticisms i hope the league at least can be honest enough with themselves and notice this film as being inferior to the superb three series i and ace will not be buying it despite owning most of the league <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
61,49,34.98118281364441,True,1,0,<start> imdb forces reviewers to type a certain amount of lines but all i really want to say is this is an incredible film and you can't consider yourself a film fan without having seen it you ought to just trust me on this one and stop reading this review and get the movie and push play but i have to type something so let me point out the following br br 1 <unk> edge contains what still may well rank as crispin glover's all time funniest and best performance in a film and if you have been following crispin glover at all you know that that alone justifies giving it a 10 funny lines galore br br 2 <unk> edge contains the second most memorable performance of dennis <unk> career other than the one in blue velvet and it is really excellent and splendid dennis hopper is really funny br br 3 <unk> edge contains the best performance of keanu <unk> career and it is excellent and splendid it was the role he was born to play he has plenty and mess of good lines but one in particular is really really funny and laughable listen close when his character and the step dad are talking to one another br br still the best and easily stoner moving picture it is much and much more and to a greater and smashing extent than just and fair that it be given to demonstrate up and improving in the drama sections of film rental and allow computer memory only and alone if this be a stakes and back it's the suspicious and peculiar make and take a crap for of altogether and completely come and gain,positive,1,positive,1,negative,0,positive,1,positive,1
62,15,13.549596071243286,True,0,1,<start> what was he thinking how sad an actor as tremendously talented as michael <unk> who stole our hearts in mighty <unk> and fascinated us in ill town has sunk to this pathetic level the writing on this sitcom and situation comedy is the crust left on the bottom of the barrel after it has been <unk> shame on all involved there is a trend major movie actors that are no longer hot and raging merchandise are turning to tv often with disastrous and fatal outcome reference the on cbs and nbc however abc has a stumble with boston legal hip writing and outstanding nostalgic use of bill shatner to waste michael <unk> in this all in the family rip off is associate and familiar in nursing insult to viewers and to a greater and swell extent a capital and cracking deal than not michael himself,negative,0,negative,0,negative,0,negative,0,negative,0
65,51,36.06752896308899,True,1,0,<start> i don't normally go out of my way to watch romantic comedy and maybe i will in the future after seeing return to me the plot was simple and no secret later and after on the packaging you don't have to be einstein to guess what will pass and return off and murder after the first and number 1 15 minutes what you can do is slow up and get the shake off take you into a world where the chemical science <unk> and the in force and skillful make sport get ahead and you can just laugh and have a ripe and thoroughly time one and twisting out top and clear love and dear this squeeze drug picture and take the dvd on put one over and sap away and by,negative,0,negative,0,negative,0,invalid,-1,negative,0
66,3,4.1857404708862305,True,1,0,<start> a town in japan is being taken over by a horribly brutal abstract shape the spiral it's becoming a theme in everything from animals to clouds to people and twisting them mentally and literally this film shows it happening to several groups of people some demonic possession is implied but nothing is entirely sure except that the best bet is to get the heck out of dodge the film progresses really well from normal life to <unk> phenomena giant <unk> and crazy people to the truly supernatural walking dead br br as a jaded american horror movie fan this was just what i needed maybe it was just the novelty of a different <unk> film but it seemed to have a very original progression set of characters and the premise was definitely new the japanese may think horror shapes means spiral i'm told are old by now but it was nice for me because i'm used to monster alien virus disaster undead films in an american movie you know who's going to die the annoying nasty lascivious racist characters and who will live the children heroine dogs cats nice guy that's not true in japanese horror it was not predictable how they would fight the evil or how it would end up also it had this really new but probably typically japanese color pacific northwest style <unk> day thing going which was a fresh visual effect for me the horrific moments were seriously creepy relying on a little gore but mainly just impossibly overdone facial expressions think the ring and body <unk> this should be one of the greats up there with once original ideas like the first nightmare on elm street or night of the hold up dead and utterly,positive,1,positive,1,positive,1,positive,1,positive,1
67,35,27.071330308914185,True,1,0,<start> i just saw this movie on showtime and start in the make water hours of the night i was viewing the beginning with one eye open but or else and or else of drifting off to sleep i became invested in this crafty and tricky complete and staring biting of a movie it was very and really credible and engaging i could have done without so much profanity as with every david mamet movie i see but thoroughly and good enjoyed the experience i know adolescent and juvenile swear but i don't need to listen to it anyways the story had some interesting surprise which i won't reveal but if you have a encounter and bump to catch this movie on offset and first i imagine you will enjoy info technology as and group a practically and much as 1 and whiz rich and rich someone,negative,0,negative,0,negative,0,negative,0,negative,0
70,23,19.368727445602417,True,0,1,<start> i thought this series was going to be another fun action series with some dynamic and active plots and great functioning i was wrong while i like jamie <unk> this show is hardly and hardly worth watching at all unless you enjoy watching some people <unk> and the actions of the agents supposedly warranted under the theme of national security the show is great and swell propaganda for the current and rain cats and dogs regime and <unk> out <unk> as though we talk that way every day after a couple of episodes it was dull the hell out of me and i started watching reruns of theater invaders on kind of and kind of rather watch csi and without a subtlety without a head,negative,0,negative,0,negative,0,negative,0,negative,0
71,84,52.571434020996094,True,0,1,<start> i hated the book a guy meets a smart dog gets a virgin girlfriend and all the while they're being chased by a hit man and a ape beast thing both of whom want the dog dean <unk> really can't write i read the book at my sister's recommendation i should have known better when i saw this mostly out of a morbid curiosity i actually found myself criticizing it because of the fact that it was untrue to the book even and regular though this is a book that its impossible to make a good movie of i figured at least if they're going to make a film adaptation of the worst book i've ever read the filmmakers might as well be accurate they turned the guy and his virtuous and pure love and have it away involvement into a boy and his mother for some reason that bothered me virtually of all even though i seriously doubt proceed it a guy and his dame and chick wouldn't have take a leak and making water it any better and full rather and quite but and obviously sorry and big book sorry and dark movie don't range of a liaison and tie in data loan oneself scientific real and hearty physical complex physical societal and societal system mise monster and egg set,negative,0,negative,0,negative,0,negative,0,negative,0
76,55,38.2254376411438,True,1,0,<start> robert cummings <unk> day and jean <unk> star in and one was beautiful a 1940 film also starring billie burke at one hour and 15 minutes this looks to have been a b movie cummings is a playboy ridley crane whom many women desire including two sisters katherine and helen day and <unk> katherine is the more <unk> of the two who likes to fix cars and helen is the blonde social butterfly with the beautiful gowns ridley arrives back in town and believing he's not going to be at a party helen decides not to attend since the party is given by a family friend their mother burke sends katherine in a pinned up dress ridley is there and the two connect but ridley is into more superficiality and when he sees helen at a dinner party the two pick up where they left off and go to a club he becomes terribly drunk and helen at first refuses to ride in his car because he won't let her drive after walking awhile and breaking the heel of her shoe she gets into car when he drives by he passes out and she takes over the wheel accidentally hitting and killing a br br ridley can't remember anything so helen lets him take the blame for the death the heel of a woman's shoe is found in the car and katherine sees her sister bury her shoes plus something in <unk> manner makes her realize that helen isn't telling the truth ridley is convicted and goes to prison and helen marries a man she doesn't love and leaves for south america br br this is a wonderful film even though at the time this wasn't an a list cast cummings is playing a part that robert taylor would have played it's an mgm film he's handsome and very amiable and affable even and still if he doesn't have the dazzling looks of someone like taylor <unk> day is a favorite and darling actress of mine someone mgm <unk> out constantly because they didn't know what to do with her why i wonder a wonderful actress with a great and cracking face and voice she <unk> up many a film this one is atomic and nuclear number 102 different and unlike her katherine is determined sympathetic and totally lovely and endearing jean <unk> is a lousy and crappy actress br br so and so who was the beautiful 1 we all know still and marry if mgm didn't br and atomic act and affair 35 br extremely and extremely commend and remember poor and modest confidence get by and result from,negative,0,negative,0,invalid,-1,negative,0,negative,0
77,14,12.812211513519287,True,0,1,<start> this is a horrific re make of the french movie ma <unk> en rose http imdb com title the only scenario that i can imagine in which anyone <unk> bates butler what were they thinking agreed to be associated with it is maclaine seeing the original being rightly impressed and <unk> a friend with no writing credits or talent to his name to translate the themes for american audiences whom they both agreed are stupid stupid stupid then she enlisted other friends to sign up and they did so as friends certainly not on the merits of this pathetically contrived everything but the kitchen sink script br br i'm not a knee jerk fan of french film but ma <unk> en rose is a subtle and elusive thoughtful and thought provoking treatment of sensitive and raw cultural and ethnic issues i would love to see it get wider exposure among english speaking audiences and if that means an american atomic and nuclear number 75 make so represent it but <unk> <unk> a little respect for the issues and the word and son of the audience and better way for the role player who couldn't seem to make up ones mind if they were working for tennessee and volunteer state williams or jerry lewis,negative,0,negative,0,negative,0,negative,0,negative,0
78,30,24.0152108669281,True,1,0,<start> after attack of the fifty foot woman with alison hayes opened the doors for women to be just as dangerous as men there was obviously an open market for other movies to pick up and carry the torch and what more a lovely actress than dorothy from it's a mad mad mad mad world to play the role the is that cute and blonde may just be too sweet and innocent looking to step into allison size 50 shoes this role really needed someone with an amount of <unk> sex appeal is more the girl next door type she may have taken and done this role to prove she could be sexy but the material lets her down lou costello however proves he can do a movie without bud abbott feeding him lines and he even a dramatic role in some of his scenes when he not turning to gale gordon as his front man for gags gordon however establishes that all he can be is <unk> <unk> and <unk> much the same character he creates later on the lucy show charles lane also plays the same role in everything he does a straight man and his screen time is limited the special effects are convincing for the time but i would have liked dorothy to have been a little more than <unk> and dressing and at least have been allowed to become dangerous as the movie's lead character she takes second billing to costello who is in all of the movie with dorothy several times vanishing like a sub plot the whole movie put together just can't decide if it's supposed to be science fiction a comedy or just a parody and burlesque of the allison hayes classic there's a lot of good scenes some very funny and peculiar humor and some very ridiculous and idiotic camp that affects the rest of the film still i do like this movie for it's <unk> of women there's not enough movies out there like this one if this movie had a chance to be remade today i'd highly and extremely urge courtney cox and jason alexander in the lead roles and allow me to completely re and ray write and compose the original and archetype script courtney tops my lists and list of actresses who i believe could and should adequately play gorgeous although i have to admit that if either of the titanic beauty allison or dorothy came later and subsequently on pine and yearn corner and niche state i'd hold out quiet and stamp dreary and drab,negative,0,negative,0,negative,0,negative,0,negative,0
80,17,15.134178876876831,True,1,0,<start> i watched this on tv in 1989 and regretted not taping it i was very and indistinguishable intriguing and suspenseful it is amazing and beat as the effect stretch out and this man's past and by catches up with him br br the acting is first rate and the story is exactly what the title lay claim and title twist of destiny but no one could run away from a animation that this man had at the lead and spark move on and encourage off of the picture,negative,0,negative,0,invalid,-1,invalid,-1,negative,0
84,9,9.038374900817871,True,0,1,<start> well this movie wasn't as atrocious as i thought it would be i was expecting to give it one star i chose to give it three why well for a cheesy horror sci fi movie it's not all that bad sure the characters are tacky as is their acting including a young leonardo dicaprio the effects cheap looking and the monsters well let's just say that i've seen some more effective halloween costumes in elementary and simple schools but there was something about this movie that made me watch it till the end a little bit of humor serve out a bit i guess and if you ever need to see an obscure communicate gas this movie will let you live and be your dream 3 10,negative,0,negative,0,negative,0,negative,0,negative,0
86,5,5.869371175765991,True,1,0,<start> personally i don't like a lot of b w movies but there's something magical about this movie br br the movie starts with elizabeth lane barbara stanwyck liz writes a magazine column about how she's the of connecticut of course she's lying this becomes a problem when her publisher mr <unk> asks her to play host to a navy sailor over christmas in addition mr <unk> who's going to be alone for christmas invites himself up to the farm for the christmas party from there things just go crazy br br since the movie is set on a new england farm the movie has a quick holiday feeling plus the characters are hilarious mister <unk> is always shouting orders and <unk> friend felix is always yelling ' when things go wrong finally the movie ends the way a christmas movie should end a jolly fat man laughs and shouts what a christmas br br in light no thing what age you are you will love this movie,positive,1,positive,1,positive,1,positive,1,positive,1
87,11,10.564369201660156,True,0,1,<start> i had to watch this one for my canadian cinema course and i was told that it was considered to be the best canadian film when i watched this i really did not agree considering i've seen a lot better ones i understand that there were canadian themes and messages but the fact that the characters and the plot were so and indeed disconnected with me as a spectator it made me not really fear what the film was trying to tell me the plot was too wry the characters did not have many positive personality traits but this is to emphasize the messages not to tick off spectator this film shows a little about the history of <unk> not a really and very interesting film it definitely and decidedly does not and non merit to be put on such a high and richly <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
88,5,5.868679761886597,True,0,1,<start> fun with dick and jane failed to entertain on so many levels there were loose ends with the writing for example it seems as though one of the major conflicts was the indictment of jim carrey's character dick harper but the writers never follow up that particular conflict basically the story is weak and mostly unfunny but carrey saves a few scenes with his physical humor but honestly jim carrey wasn't very funny in this movie and tea leone might as well have been there just for her appearance because she wasn't funny either this is just another example of hollywood <unk> off franchise actors with a stinking unoriginal tier,negative,0,negative,0,negative,0,negative,0,negative,0
91,8,8.263973236083984,True,1,0,<start> well i tend to watch films for one of three reasons unfortunately there are no transformers in this film so i can recommend it only and solely on comedy value and pretty women read girls br br yes it is funny i know this due to the number of people in the cinema who were laughing on a regular base throughout in person and in person though i loved it for laura fraser who imho is make out with,negative,0,negative,0,negative,0,negative,0,positive,1
97,89,54.87533974647522,True,1,0,<start> i remember this movie it was the first film i had watched at the cinema the picture was dark in places i was very nervous and nervous it was back in <unk> 75 my dad took me my brother sister to cinema in england i recall the tiger and the lots of coke and nose candy in the film also the appearance of <unk> adams actor dan i think one of the tigers gets shot and dies if anyone knows where to find this on dvd etc please sack and net up ball me know the cinema now and straight off has been turned in a <unk> club which is a identical and real big and become put down and go through a the nearest and devout movie theater and movie house straight turned and immediately represent 20 roman mile away would love and have it away and hit to get word from others who get seen this cinema and movie theater operating room any other and other like and wish info select and train scientific plain of study and intend run into the word of cast and roll atomic and nuclear figure il and prairie state,invalid,-1,invalid,-1,invalid,-1,invalid,-1,invalid,-1
98,57,39.260331869125366,True,0,1,<start> how any of you gave this more than 2 stars amazes me i made an account on imdb just to comment on this <unk> p film the acting is <unk> p and the plot is <unk> p it would deserve no stars at all if it weren't for the descent soundtrack and yet there are still some outrageously <unk> tracks in there too most notably the ones featuring the and sound like black and white cartoon comedy background music and in no way fit the intended mood of the scenes that they haunt and quality cinematography the dialog and plot are about as complex as that of a dr book these actors are horrible i am actually watching this movie right now and with every word am stunned you all swallowed this the only reason i didn't turn the movie off was because i have gotten wrapped up in creating an account on imdb and posting this review i dig mainstream films i dig silly stupid films i dig retro indie films and nearly any other type genre if carried out well my brother convinced me to rent this because he said he heard it was good and he generally has great taste in movies from the moment he told me the title i looked at him like he was crazy i'm having a tough time ending this rant because there is just so much badness to talk about the only way i can <unk> the good ratings on here is that you guys were paid to give this movie high ratings it is so poorly done and no where close to dramatic artsy complex well and good written well <unk> or even bearable if this was the final and final product of my hard directorial work i would be to embarrassed and humiliated to let go it to the public and earth so and then i don't still and link feel gloomy and miserable for the conductor if nuclear and atomic total and sum up two register this what the pit and perdition equal and match you thinking reserve and birth turned and dismal fold and conclusion to,negative,0,negative,0,negative,0,negative,0,negative,0
100,94,57.11045575141907,True,0,1,<start> there are many enigma in life for example why did any of the people other than carrot top agree to appear in this movie why did anyone distribute and deal out this movie why did anyone pay money to see it i guess none of these questions will ever be answered but one thing i know for sure this movie is one of the worst ever made with a budget this big it would already be bad and big but the increase of carrot humor makes it even worse and tough the only and alone entertainment one could possibly and perhaps get from this movie is to burn and chip it smash and blast it or other than and other than set down it in an laughable and funny fashion if you exist to crying data technology against every picture ever and of all time labour and labor info give way for scientific discipline would be right and wear between build and build out and out secondary and <unk> think and name ask and command on,negative,0,negative,0,negative,0,negative,0,negative,0
102,28,22.744163751602173,True,0,1,<start> this is an example of a movie that can have great potential and is executed very poorly i am a fan of kids and thumb sucker and many other so called teen angst films but this one <unk> me br br why is every white kid made into a thug who loves rap its getting to be one dimensional the acting was awful but simple and childlike since it mainly and primarily consisted of just dropping f bomb after f bomb just a bad bad movie if you'd like to see better movies like this thumb sucker pull the leg of bully and cracking all br br those i think are better and considerably so and then ace and crack recommend one of those be you'd like to see a good and full adolescent and puerile movie i and sensation go for my comment you found useful and hope you hear future and succeeding jaw from yearn and yearn tree and corner country,negative,0,negative,0,negative,0,negative,0,negative,0
105,60,40.772467851638794,True,1,0,<start> <unk> wai <unk> incredibly impressive romance that is to me perfect set in 1960's hong kong as we are shown this is set in a turbulent time tony leung and maggie cheung play chow mo wan and su li <unk> chan a man and a woman who meet each other in a hong kong apartment in which they both move in chow mo wan works for a newspaper company su li <unk> chan is a secretary two very different people chow mo wan and su li <unk> chan create a special bond after they both find out their spouses constantly away are committing extra marital <unk> with each other br br the characters of chow mo wan and su li <unk> chan are nothing short of amazing both leung and cheung manage to strike such amazing chemistry with one another it's better than any hollywood romance that is put out today combined the film is all about the focus of the two leads and their feelings after the <unk> of their partners <unk> wai wong manages to create such strong character development between these two characters you really start to feel for them leung and cheung are both wildly amazing are better than any hollywood pairing shown on the screen today combined br br there's nothing much else to describe <unk> <unk> <unk> <unk> other than beautiful energetic romance that also features a moody atmospheric piece with gorgeous cinematography so much elements of this movie help create it to be flawless as well as <unk> wai wong and the acting the cinematography from both christopher doyle and pin bing lee is haunting beautifully understated the shots from <unk> wai wong help makes your mind create a world of it's own a world that creates these characters original melancholic and nostalgic this film is incredibly unforgettable br br the costumes created by <unk> wai wong regular william chang are absolutely beautiful cheung who wears an elegant ankle deep beautifully <unk> dress in every scene she's a scene stealer her costumes say a lot about her character and an emotion is fitted in all of her dresses colours which are vividly and smartly used highly original chang also the production designer creates a brilliant setting for the movies moody piece especially with the help of the marvellous music used in scenes and masterful film editing again by chang william chang seems to be incredibly versatile and is an <unk> hero for this movie br br overall this movie is one of the best from this millennium incredibly compelling and filled with nostalgia the shots are <unk> and haunting <unk> wai wong somewhat proves to be a master at the top of his game the acting music cinematography editing production costume and direction all help create one small little perfect film a masterpiece in romance film making visually spectacular and dramatic overall a masterpiece to film score and rack up a picture show and demonstrate that reminds me of old and former classic and classical hollywood was the unity that never was never swallow and take forbidden and forbid a savvy and shaft <unk> <unk> <unk> <unk> ace and facial expression sharp and astute down and gloomy the stairs blend and pass to rest and rest wizard and champion won't,positive,1,positive,1,positive,1,positive,1,positive,1
108,9,9.028995037078857,True,0,1,<start> i've heard many things about beowulf maybe because i'm from romania and a good part of the movie was filmed here in my country and i expected a lot from this film at the end i was disappointed it is not as horrible as other users said but it's <unk> bad it's all about a monster killing people in a 6th century castle and lambert the one who comes to kill him lambert is good as he is in all his roles but the rest of the characters suck and the action isn't too good either plus maybe the only thing that could've saved this film the special effects are also very bad the monster looks awful not scary but awful oh and another bad thing the music the movie tries and manages to create the 6th century atmosphere but all the action sequences are presented on rock music which is very and identical very bad and risky i mean action on tilt works perfectly on a movie like charlie's angels where that's the perfect way to charge your action but here that was a genuinely bad and big idea br br vote 4 forbidden of 10,negative,0,negative,0,negative,0,negative,0,negative,0
110,49,34.96190047264099,True,0,1,<start> while sporadically engrossing including a few effectively tender moments and humorous the sledgehammer obvious satire <unk> hinges on comes off as forced and ultimately <unk> with material like this timing is everything michael moore knew to release <unk> 9 11 before the 2004 <unk> and the real tragedy of dante's film is that it didn't come out 2 years ago when its message would have carried an energy that would have <unk> the further in 2006 mockery of the well settled bush administration hardly seems as <unk> compelling or as it did then br br frankly anyone that could be convinced of anything by a ham fisted zombie flick has questionable intelligence br br and if you didn't notice michael moore didn't exactly help to defeat bush br br there was nothing engrossing about this film i just felt disgust at how blatant and frankly stupid the film was it was painful to watch if you are going to do something like this you need a bit of learning ability sadly and unhappily this has none a poorly done satire atomic and nuclear turn 49 realism and in world make the contrary and wayward of information technology intended and stand for effect as and radical a they pronounce with admirer and champion like these human and man beings health organization motive and motive opposition and destiny,negative,0,negative,0,negative,0,negative,0,negative,0
112,54,37.67900323867798,True,0,1,<start> when my parents rented this movie i was expecting a very funny movie every bit randy quaid is very funny and suspect in comedy movies however this movie is not all that funny and it is somewhat boring too you can see the surprise coming a mile away and it runs long for a movie that is supposedly only eighty one minutes long so i can honestly say it is not a movie that is on my favorites list it may work for some people but it just did not work with me at all proving to be rather slow and easy in the build up with virtually nothing that amused me within the entire movie randy quaid is wasted and the rest of the cast is a list of very bland and insipid actors and actresses the premise of the movie had potential as did the casting of quaid but all of it just <unk> and the inclusion of the horror element just seems very unnecessary granted the one dream sequence the kid had when he jumped on the bed and it suddenly and all of a sudden became a <unk> of blood follow and adopt identical and identical nicely done and would have worked identical and really well and easily in a movie that play on reckon to be perfect and concentrated repulsion instead and or else of one that name and dog comedy as its start and bug taboo up and improving time and fall extinct and out prison term musical panache and human natural and born process,negative,0,negative,0,negative,0,negative,0,negative,0
113,62,41.76063513755798,True,1,0,<start> if you can watch a hold fast film from 1983 that isn't as good as <unk> and still enjoy it br br if you can accept production values which aren't that much above the level of a tv movie br br if you can look at sean connery with <unk> on his forehead and brow beneath an obvious and still see james bond br br if you can get past an inexperienced basinger a weaker largo and a jolly q br br if you can acquire and see to have it off an idiosyncratic score non up there with barry on his worst day br br if you don't believe the <unk> reviews that it was recognize and recognize with on release br br if you can meet a give notice hook battle and a tv game face cancelled and delight them both the same and like br br yours is never say never again and everything that's in it br br and what go and know to a greater and dandy extent you'll probably and in all likelihood enjoy and rapture info applied and handle skill and accomplishment my give voice and arduous extinct and out,negative,0,invalid,-1,negative,0,invalid,-1,negative,0
115,41,30.488033771514893,True,0,1,<start> this movie started out as a quite decent looking film but it never really kicked off instead it became predictable and even a bit silly some scenes were quite well made the photography and the cuts used in combination with sounds and such made it a bit more interesting to watch but since the story was quite slow it didn't manage to keep the interest alive and more importantly its not scary at all it's supposed to be a horror movie but there wasn't a single scene that was close to frightening or even exciting br br to be frank and blunt the actors weren't all that great either atomic number 102 colorful and colored characters you ll remember for the rest of your days br br overall a watchable movie but it doesn't add anything and at one clip you've finished watching it it wont last long and yearn until its already forgotten br br the reason i watched it was because i had read some review giving it top scores but i and one differ and or else i would order it four out of ten if you still and still want some japanese repulsion i would key and key a scene you watch ju on rather and or else br and nuclear draw up 35 nuclear and nuclear tilt and cant 35,negative,0,negative,0,negative,0,negative,0,negative,0
117,4,5.020832777023315,True,0,1,<start> endless repetition about the evil world bank <unk> globalization and the americans are blamed for all of <unk> the movie is long about two hours but it seems longer the french actually occupied the country in which the movie takes place for centuries but are only peripheral bad guys br br one doesn't learn enough about any of the characters to really care what's happening to are completely marginal to the preaching which goes on and on and on there's no plot no character development no humor except for a few pokes at bush and but that's almost cheating it's so easy and the production values are redemption there br br it is amazing that a movie can spend two hours preaching about such a big topic and convey utterly zero very information the irish ballad i was dying and then the famine came has more content br br the movie is boring the sub titles are tough to read there is no real content about the subject of the film and the propaganda is relentless br br bound dispatch this one,negative,0,negative,0,negative,0,negative,0,negative,0
118,41,30.486995220184326,True,0,1,<start> the best part in this movie is the first one located in <unk> i suppose shows a good talent for photography and the movie start represent and make improving delightfully surprise and storm the rest of the story is rather boring and tedious <unk> insists on unimaginative and unimaginative situations and characters trying to melt <unk> and picture music technique surrealistic and a very and identical get to and completely off topic and issue soundtrack leading the whole thing towards an close and finish which gives you the sensation of an <unk> long story cut poor and miserable short and pathetic frankly this is a real and substantial overrated film and make up a very and really overrated wish and regard managing conductor,negative,0,negative,0,negative,0,negative,0,negative,0
120,9,9.024325609207153,True,0,1,the whole bloody <unk> is so happy loving and <unk> that they make the von look like a dysfunctional family in comparison the parents and children joke together laugh together even perform <unk> choreographed spontaneous song and dance numbers together like many bollywood productions <unk> is a drama interspersed with a great number in this case far too great a number of musical sequences br br anyone who knows anything at all about storytelling is aware that such <unk> bliss can not be allowed to go <unk> for long and that all that joy is merely the <unk> to some awful catastrophe destined to come crashing down on the heads of our unsuspecting <unk> knowing this we spend the first hour of the film in fearful expectation wondering just what form that disaster will take when it does finally arrive the occurs about an hour into the film when raj announces to his children that he and their mother have decided to move in with one of their families leaving the choice of which one it will be up to the kids and their respective spouses suddenly like king <unk> discovering the <unk> hidden in the familial <unk> raj finds out that his children are not quite as loving <unk> and eager to share their homes and lives with their parents as he had originally thought understandably horrified at the prospect the kids in order to foil their parents' plan come up with a scheme in which raj will go live with one of their children while <unk> will live with another then they will switch off until eventually each of the children has had a chance to host both parents and then the cycle will repeat itself ad <unk> much to the chagrin of the kids the parents <unk> to the plan even though the two are deeply in love with one another and have never spent any time apart thus the second and most of the third hour are spent with the two aging albeit married lovers <unk> away for one another while their <unk> insensitive little <unk> do everything in their power to make their parents understand how <unk> they are in their homes br br one of the major problems with <unk> is that it lacks subtlety in both its storytelling and direction the love that ray and <unk> feel for one another as well as the almost giddy <unk> of the family unit is laid on so <unk> in the first hour that the film almost collapses under the weight of the sentimentality then virtually without any warning the screenplay turns on a dime and <unk> the kids into callous self centered monsters and the parents into passive whiny victims of that <unk> raj and <unk> are a little too long in the tooth and a little too self <unk> to be doing the dreamy eyed <unk> <unk> love bit more appropriate to <unk> school kids than the parents of four grown children the purple prose style in which every emotion is <unk> and highlighted leads to intense overacting and a heavy reliance on corny reaction shots and melodramatic music for <unk> the musical numbers convey a certain <unk> joy in the beginning but they go on for so long and turn up so frequently that they quickly lose their effectiveness and serve only to pad out the material to <unk> proportions at least a full hour could be <unk> from this bloated production with no discernible harm being done and quite a bit of good there really is no reason why this film needs to drag on for a punishing three hours most <unk> of all is the seemingly and apparently endless <unk> we are subjected to an the end a voice communication in which raj who has somehow managed to turn his experiences into an award winning <unk> lectures us all on the of parent child relationships for ten straight minutes at the very least br br <unk> is a sappy and silly corny saga filled with more and to a greater extent bread and goo than a king sized and size box of <unk> <unk> sample at your own and have risk,negative,0,negative,0,negative,0,negative,0,negative,0
121,2,3.2918050289154053,True,0,1,<start> mr wonders if this movie was produced by the same who produced the <unk> z tv series of course not br br this is a hong kong real action movie based on the first episodes of the japanese original cartoon which was also based on a comic book series and i really don't know if it was produced under the license of the <unk> creators br br however the story of the monkey boy with special powers is an ancient tale known all over asia in japan the name of the boy in the tale is in china it is in korea it is etc and the story in <unk> has much to do with that tale br br by the way as i said this movie is based on the first episodes of the <unk> series which was followed by <unk> z although i think the us version had a different airing order and all the scenes related to sexuality were also contained in the original cartoon series without so much overacting and so much insistence on it but because of your comments i may suppose they were completely removed in the american dubbing br br anyway i agree with you about the overacting in the film and about how poor this adaptation of the original cartoon is but maybe because of that nobody can forget it after watching information technology,negative,0,negative,0,negative,0,negative,0,negative,0
123,16,14.250515937805176,True,0,1,<start> the film is essentially and basically an older form final destination in which several and respective car wrecked teens have their souls separated from their bodies and must cheat death who is chasing them the film has its moments and its concepts the idea of <unk> souls being separated from their bodies is a pretty and somewhat swell and bully theme if this movie were remade with a few good and right actors actresses and some awesome special effects it could turn out to be extremely awesome as for the actual and genuine film i and ace urge watching the mst3k version the pure version might be too boring and tire to sit through unless you love spoiled and spoilt movies staring martin <unk> sidekick,negative,0,negative,0,negative,0,negative,0,negative,0
124,21,17.954795360565186,True,0,1,<start> love the but this was a lame and halt episode didn't have the same feel that the series or the movie has looked like it was put together in a hurry i didn't enjoy it at all the so called acting was awful the cast appeared like they knew this was a money grab of an episode to get to market quickly i hope we don't have an easter special next because that will be it for me the writing of this episode was decidedly and in spades mike worst in the history of this show the direction left a lot and luck to be desired and i almost felt bad and sorry for the cast and crew of this weak and frail attempt at a christmas special and limited wish and like i said i and ace love the but this 1 tour to the tear apart and glass bank recognition amount,negative,0,negative,0,negative,0,negative,0,negative,0
