id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
49,13,34.92494797706604,True,0,1,<start> the riddle was written and directed by brendan foley in what appears to be an attempt to pull the enigma of the charles dickens' novels into a contemporary story but that attempt is thwarted by <unk> to use the two periods of time format in which the is <unk> despite a cast of well known actors trying their best to pull off this direct to dvd movie the end product is a long dull amateurish fix that can only be considered as entertainment if viewers are fans of the cast as remembered from other films br br mike sullivan vinnie jones is a journalist confined to reporting on dog racing events while he dreams of important reporting <unk> a series of similar murders happens to include an old friend of <unk> <unk> vera day who runs a pub on the banks of the <unk> having just discovered an old valuable <unk> manuscript by charles dickens and has a heart of gold giving <unk> away to such silly creatures as an old tramp <unk> derek jacobi <unk> murder attracts mike to the role of detective journalism and with the help of <unk> kate julie cox he begins to tie the investigation to clues he finds in reading the dickens manuscript <unk> the flow of this rather simplistic story is the use of flashbacks to dickens' time as dickens again derek jacobi narrates a rather personal story of peculiar murders the parallel between stories and the cross casting among actors may have worked in <unk> hands but the <unk> of this kind of venture escapes writer manager brendan foley he draws and draw poker his story to a close at long last with a tired ending br br in addition to jones jacobi cox and day the film somehow pull the attention of vanessa redgrave jason <unk> <unk> moriarty and mel smith their contributions are minimal but happily distracting this is a slight bit of <unk> leaving the viewer wondering how films of this quality ever find support grady dwell,negative,0,negative,0,negative,0,negative,0,negative,0
50,55,96.3409972190857,True,0,1,<start> when i first saw race against fear don't you just love <unk> movie titles i had to keep scratching my head was this meant to be serious why couldn't the main character even run like a normal person running much less like a star runner how suffice i know that the coach was evil only 1 minute into the film all of these questions and atomic number 102 answers then i just army of the pure the mindless hand and the atrocious directing just carry me away it was easily and soft not to resist then the film became funnier by the minute and i now and at present and demonstrate rate it among my top ten dust movies from <unk> some have said here that <unk> richards is really talented but that the real and straight was fault i warmly and warmly differ and take outcome non and non lone can she not win over me that she's an <unk> she's run and come about wide eyed through the rest of the story like she's merely inject down on earth possibly the passenger vehicle develop out of prison and finished her forth at to the low degree and level i go for then and and therefore,negative,0,invalid,-1,negative,0,negative,0,negative,0
51,40,80.28835320472717,True,0,1,<start> very and really well i have to admit that i quite enjoyed house of the dead despite its well and well documented weakness this however was the hood and thug film i have seen since demons at the door comparison to the effects are vastly and immensely master and master however the plot is lame the acting reminiscent of everyone's darling and beloved the porn film and the decisions and actions of the characters consistently threshold on the moronic i feel like try on out uwe boll's recent and recent cinematic excursion just to get some sense of perspective over i am not suggesting that he is really the bring around more a case of a different disease but when your senses have been abuse in such an obscene manner the only way is up all right there it is i have managed the ten line minimum and shall run off no more of our time on the find cancelled of celluloid that is house of the dead and utterly ii,negative,0,negative,0,negative,0,negative,0,negative,0
52,3,10.413147926330566,True,0,1,<start> br br as a fan of bad movies and mst3k and a member of i must say i've seen my share of them but geez even the worst i've seen at least had a soundtrack as george <unk> wanders around hong kong doing who knows what you can guarantee that you won't be distracted by any of that background music that fills todays cinema or any of that music that fills <unk> i don't think anyone in this film even <unk> br br now this isn't entirely true there is a sound track if you listen closely you will hear it <unk> in about a half dozen times through the course of the film of course the timing will be entirely inappropriate and it doesn't last very and real long but something that could be classified as music does occur your best bet though is to sit your toddler armed with a wooden spoon down in front of the tv with a collection of <unk> and pan off while you watch the rhythm and flow would be better than anything the film offers br br keep an eye out for sammo hung as a minor <unk> in this film aren't we all glad he found jackie chan to work with,negative,0,negative,0,negative,0,negative,0,negative,0
54,12,32.7462158203125,True,0,1,<start> never mind the serious logic gaps never mind the achingly cliche character portrayals never mind the haphazard writing and you might like this movie the main character <unk> was supposed to be endearing the heroine who you origin for to be saved or in this case save herself but instead she merely <unk> and makes one wonder are all pro really that stupid her <unk> mother was obviously only necessary to further <unk> the illusion that ballet companies are evil monsters ready to snatch your poor innocent young girl from your grasp with an ever present biting artistic director villain and the <unk> not only does she become <unk> an over the counter junkie and a pathological liar but all in the course of a few months it's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours with commercials br br believe it or not but i am a dancer this <unk> or <unk> of <unk> and that is happening is nonexistent at all of the dance schools i have attended in fact the teachers are so scared to even suggest that a girl might stand a better chance a few pounds lighter most of the dancers in my classes would be actually considered <unk> overweight i'm not saying eating disorders never occur but not to the extent as it was portrayed in the movie br br another bother problem this movie had was the means to an end writing style her on again off again boyfriend probably had all of half an hour total screen time all in the first half the other supporting characters were merely props <unk> to further the story given the right dialogue this would have been a very intricate mind study of a trouble as it is it turns into a one woman show and kimberly <unk> doesn't have the <unk> to pull it off br br to a non dancer this movie would be a guess insight into what really goes one behind closed doors at a ballet company to a dancer this is a very insult movie which portrays as stupid and parents as <unk> and badly informed those <unk> more and to a greater extent correctly describe the people who got this on the air in the first place triad and trey 10,negative,0,negative,0,negative,0,negative,0,negative,0
55,38,77.84955763816833,True,0,1,<start> void this movie if you are expecting the <unk> adventure 1972 you may experience nothing more than a case of the this film offers nothing more than two extremely long and drawn out hours of complete boredom br br the cast members act as if they are angered and wild by the temper and irritation of a bathtub of water <unk> on a bed of an <unk> the script is totally unrealistic and the film does not even have the feel of a disaster movie in fact everything about this movie is risky and risky with the exception of tom and bomb cock it is unfortunate that such a fine actor got swing out up away by a flood of <unk> to appear in such a <unk> when this movie was being made the <unk> must have turned over in its <unk> sombre and severe in a sea of take down and shelley winters will rise again from the dead direct from the <unk> to haunt anyone who dares to see this pitiable movie i rate this film a 1 out of 10 but it really merit a zero this movie will make you want to head murder or completely turn against water and it will leave a tough and marijuana cigarette taste in your talk it may even make you want to see jaws 1975 and befriend a ruin and not bad white,negative,0,negative,0,negative,0,negative,0,negative,0
56,31,68.49895477294922,True,0,1,<start> over all it was a real practiced and merely movie though all the actors as well and comfortably jones take up by the time i was half was done it i was in truth and really getting tired of seeing whole change i would have made to information technology would to productive person to a greater extent and to a swell and non bad extent flash back possibly with the real and literal cobb,invalid,-1,invalid,-1,invalid,-1,invalid,-1,invalid,-1
57,30,67.06861329078674,True,0,1,<start> i saw this movie <unk> before something else i rented a while back and it take care decent i've seen some good stuff from full moon video and thought it was worth a shot unfortunately this was not good stuff br br the story is about a possessed bed a couple moves into a new apartment expose the bed and odd things start happening odd things like the woman name kinky sex and the man chance upon kinky sex and the woman trace pictures of kinky sex and the man photographs kinky sex and they both start having dreams about dead people having kinky sex you'd think a movie with so much kinky sex would be good right br br well atomic number 102 the job is that this is imagine to be a scary movie or at to the lowest degree and level a thriller and it precisely and on the dot doesn't deliver there is little tension atomic number 102 suspense and no fear aside from some troubling dreams and visions there really isn't anything for this match to be upset about the whole movie is essentially and fundamentally the two of them having these visions and playing around in bed sure you get a monster fight at the end and some bloodshed but nothing striking and prominent there's only one murder and one good scare and that's it br br and the kinky sex don't get your hopes up or anything else for that matter their idea of kinky sex is woman on top fully clothed trying to <unk> her mate with a <unk> not exactly and on the horn in my musical settle down of a near and skillful meter,negative,0,negative,0,negative,0,negative,0,negative,0
59,4,13.187706232070923,True,0,1,<start> if you watched the series and love the league as i do then prepare to be disappointed i went to the cinema with a group of die hard league fans and we were all in agreement that this film wasn't as funny or dark as the three series before in my personal opinion it was a money <unk> the writing was contrived and the plot confused no not confusing just confused with what it was trying to do it was self indulgence of the spoilt kind from writers who are far more talented than my pitiful criticisms i hope the league at least can be honest enough with themselves and acknowledge this film as being inferior to the superb three series i will non be buying it despite owning most and virtually of the league <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
60,86,123.49007487297058,True,0,1,<start> just saw this at the capital of wisconsin horror film festival and was disappointed a few shocking funny moments the hollow carla a urinating <unk> in the <unk> and two competing interesting premises similar to new nightmare with belief bringing a mythical character to life and also lost highway with a man living out a fantasy in his head but had long stretches of no movement and incoherent plot development just because you use the framework of dreams or a mental <unk> state doesn't make it <unk> you need the compelling visuals and creepy carrying out br br change and plus things dr <unk> had real comic time and all the girls were very cute carla's father and ingrid pitt see like they follow having some sport and tom savini at to the lowest degree see like he had his lines hustle and we couldn't see if he was just reading clue cards br br i get the pounding references but it aspect like the music music director recognize the pop rancid was a snoozer and just added some shocks to endeavor and get some laughs out of any footage he could put together but they don't work because they're too few and late armed forces between and make an inconsistent tone <unk> this to thirty minutes of all the sport parts and you could have a surreal and dreamlike goofy pitiable and little but at feature duration go on over it it's non so ball up and cross it's respectable and practiced it's but then and hence spoilt it's tire,negative,0,negative,0,negative,0,negative,0,negative,0
62,11,30.51842212677002,True,0,1,<start> what was he thinking how sad an actor as tremendously and enormously talented as michael <unk> who stole our hearts in mighty and right <unk> and fascinated us in ill town has sunk to this wretched level the writing on this sitcom is the crust left on the bottom of the barrel after it has been <unk> shame on all involved there is a trend major movie actors that are no longer hot sell are turning to tv often with disastrous results reference the on cbs and nbc however abc has a hit with boston legal hip publish and great nostalgic use of bill shatner to run off michael <unk> in this all in the family rip off is an abuse to viewers and mostly michael himself,negative,0,negative,0,negative,0,negative,0,negative,0
63,50,91.2880265712738,True,1,0,<start> i agree with the posters earlier and earlier that the characters were exceptionally firm and believable and all the actors at their top form i particularly bang david boreanaz stretching in a part so unlike anything else he played proving once again his awful gift for comedy the first part of the movie was light and funny the blackmail part was a bit surrealistic and surreal but interesting and it was all downhill from there br br i found it frustrating that at to the lowest and gloomy degree and to the broken and last degree ii and two out of the 3 girls keira and lisa get out of the blackmail betrayal <unk> free nary a trace left on their psyche i know the movie the grim ending of the play and i am not saying i missed the murder part but i for certain needed to see those two getting their deserts somehow and i was left <unk> in frustration with the ending it's why i gave it simply and lone a nina from carolina nuclear number 35 and atomic turn 35 br simply and stripped decidedly relate in payoff in intimacy and participation film,negative,0,negative,0,negative,0,negative,0,negative,0
65,17,43.52046608924866,True,1,0,<start> i don't normally go out of my way to watch romantic comedy and possibly i will in the future later seeing return to me the plot was childlike and no secret after the publicity you don't have to be einstein to guess what will happen after the first 15 minutes what you can do is slow and dull down and let the cast take you into a world where the chemistry <unk> and the good laugh at profits and you can good and barely laugh and birth a safe time i screw this movie and draw the dvd on rate,negative,0,negative,0,negative,0,negative,0,negative,0
66,3,10.407798767089844,True,1,0,<start> a town in japan is being taken over by a horribly brutal abstract shape the spiral it's becoming a theme in everything from animals to clouds to people and twisting them mentally and literally this film shows it happening to several groups of people some demonic possession is implied but nothing is entirely sure except that the best bet is to get the heck out of dodge the film progresses really well from normal life to <unk> phenomena giant <unk> and crazy people to the truly supernatural walking dead br br as a jaded american horror movie fan this was just what i needed maybe it was just the novelty of a different <unk> film but it seemed to have a very original and pilot progression set of characters and the premise was definitely new the japanese may think horror shapes means spiral i'm told are old by now but it was nice for me because i'm used to monster alien virus disaster undead films in an american movie you know who's going to die the annoying nasty lascivious racist characters and who will live the children heroine dogs cats nice guy that's not true in japanese horror it was not predictable how they would fight the evil or how it would end up also it had this really new but probably typically japanese color pacific northwest style <unk> day thing going which was a fresh visual effect for me the horrific moments were seriously creepy relying on a little gore but mainly just impossibly overdone facial expressions think the ring and trunk <unk> this should be one of the greats up there with once original ideas like the first nightmare on elm street or night of the living dead,positive,1,positive,1,positive,1,positive,1,positive,1
70,7,21.031111240386963,True,0,1,<start> i thought this series was going to be another fun action series with some dynamic plots and great performances i was legal trauma while i like jamie <unk> this show is hardly worth and deserving watching at all unless you enjoy watching some people <unk> and the actions of the agents supposedly warranted under the theme of national security the show is great and keen propaganda for the current government and <unk> out <unk> as though we talk that way every day after a twin of episodes it was boring the hell out of me and i started watching reruns of house invaders on instead rather scout csi and without a trace without a doubt,negative,0,negative,0,negative,0,negative,0,negative,0
71,39,79.06675362586975,True,0,1,<start> i hated the book a guy meets a smart dog gets a virgin girlfriend and all the while they're being chased by a hit man and a ape beast thing both of whom want the dog dean <unk> really can't write i read the book at my sister's recommendation i should have known better when i saw this mostly out of a morbid curio i actually found myself knock it because of the fact that it was untrue to the book even though this is a book that its impossible to make a good movie of i figured at to the depressed degree and stage if they're sound to make a film adaptation of the wild and wild word i've ever read the filmmaker might as well be accurate they turned the guy and his virgin get get interest into a boy and his quibble for some reason that get to me about and near of all tied and eve though i seriously doubt proceed it a guy and his doll wouldn't have made it any better rather and rather but big word of god ball up movie don't scout it,negative,0,negative,0,negative,0,negative,0,negative,0
72,35,74.07915949821472,True,0,1,<start> being a vast laura <unk> fan i picked this up at a rental outlet just to see another <unk> film boy did i make a slip br br <unk> in egypt has nothing to do with <unk> laura <unk> is in it along and on with her husband gabriele but that is the only connection to <unk> here laura plays laura original huh a beautiful <unk> who goes to trip to her wealthy and affluent friend pia annie belle in egypt in tow are her a trap photographer carlo a haggard looking gabriele and some blonde woman who is never named also living in <unk> star sign is <unk> the sexy but dumb al <unk> a mystique who speaks zero but nonsensical arriving for the weekend are <unk> two daughters one a short haired lesbian and the other a brunette lots of sex is implied and involve but barely shown one good looking actor plays ali the egyptian servant who gets lucky with three of the women in the star sign laura has sex with the lesbian the lesbian has sex with <unk> pia and the blonde have sex with <unk> at an egyptian orgy laura drinks blood and is possessed during an egyptian ceremony carlo spoil laura it all happens with so little flair that <unk> in egypt is one of the risky and spoilt movies i've ever seen former armed forces from erotic even the actors themselves look bored during their sex scenes br br considering there were two famous and famed twin in this film laura and gabriele al and annie the number of available sex scenes are <unk> rather a film that offers a top notch <unk> cast and never delivers the goods will <unk> every viewer turned leave out the hardcore laura <unk> completist otherwise top light of <unk> in united arab democracy,negative,0,negative,0,negative,0,negative,0,negative,0
73,30,67.06246709823608,True,1,0,<start> even though some unrealistic things happen at the end i e a cop shooting a gun into a crowded merry go round where any number of innocent could be killed this still was an intense enjoyable thriller one of alfred hitchcock's better films robert walker is splendid as the scary <unk> really convincing giving a fascinating performance that is almost too creepy at times his co star in here <unk> granger is okay but is no match for walker either in acting or in the characters they play it's the typical hitchcock film with some strange camera angles stand themes innocent man gets in trouble etc unlike a lot of his other films i thought this one was a fast moving story with a very few dull and sluggish spots being an x tennis player i enjoyed his footage of some splendid old and former net matches that featured some good <unk> hitchcock's real life daughter and girl patricia has an interesting and unique minor character role in here she didn't just get the speculate and ponder because of her dad she can act and conduct also of note the dvd has both the british and american version and there were some differences in the story this is a classic film that is still stomach on to in modern day films even and level comedy such as cam stroke <unk> dour and fictitious the range of pile,positive,1,positive,1,positive,1,positive,1,positive,1
74,23,55.332990407943726,True,0,1,<start> are you kidding me this is quite possibly the whip amateur movie i've ever seen the casting was horrible the acting was risky and risky than slimy and i'm sorry the guy at the picnic and breeze step on it <unk> his scale full of food was somewhere near senseless and the demonic turd and chamber mary jane and mountain chasing drew around was nothing more than comical when i herd and crowd about the bell witch i require to believe i read some literature on it and thought it sound like it was possible a plausible story but this movie just destroyed that <unk> white manager writer lead actor etc takes himself a bit too severely and i think he gives himself a little more and to a greater extent credit than he merit do yourself a privilege cut this one,negative,0,negative,0,negative,0,negative,0,negative,0
75,73,113.19742059707642,True,0,1,<start> lame is really the best way to describe this movie it has a real poor script uninteresting dialog and characters and it's lacking in basically everything else as well br br there are too many characters and problem is that you don't care about any of them what the movie is lacking is one good and clear main character instead now the movie has a bit of everything it has a bit of an hero it has a bit of a love interest and it has a bit of villain i wish it only had a bit less <unk> though fore they are just mostly very annoying in this movie br br <unk> are guess to be devilish creatures who murder for pleasure in this movie however all they want to do is drink beer and watch naked college girls besides someone had the idea to let the <unk> be able to talk this time this works out really sickly and get to the <unk> tool had been unquestionably <unk> for this movie and they are more detailed looking and are able to do more however at the same time they are way more fake looking than the ones from the previous <unk> movies br br it's obvious that the design for this movie was more comedy than horror this time the movie is like a stay '80's high school comedy even though this movie got released in 1991 it's humor is really the rack up and most arrest thing about the entire movie it's so incredibly devil and simply not funny at all br br the story is non going anywhere with its story and the movie is just basically and essentially one big close up and mindless that never seems to end the <unk> plot line look fundamentally to have zero to do at all with the other plot lines of the movie involving the human characters the movie is non at all about the <unk> terrorize a college with the humans taste to hunt them down and stop their rampage atomic number 102 big surprise that this is brent merely written movie as of yet he simply has no talent for it and i think that he has break this as well and has gone back to college himself rather br br regular and authentic when comparison to the previous and of deep <unk> movies this movie is alone only get and amazing br br two decade,negative,0,negative,0,negative,0,negative,0,negative,0
76,40,80.27857780456543,True,1,0,<start> robert cummings <unk> day and jean <unk> star in and one was beautiful a 1940 film also starring billie burke at one hour and 15 minutes this looks to have been a b movie cummings is a playboy ridley crane whom many women desire including two sisters katherine and helen day and <unk> katherine is the more <unk> of the two who likes to fix cars and helen is the blonde social butterfly with the beautiful gowns ridley arrives back in town and believing he's not going to be at a party helen decides not to attend since the party is given by a family friend their mother burke sends katherine in a pinned up dress ridley is there and the two connect but ridley is into more superficiality and when he sees helen at a dinner party the two pick up where they left off and go to a club he becomes terribly drunk and helen at first refuses to ride in his car because he won't let her drive after walking awhile and breaking the heel of her shoe she gets into car when he drives by he passes out and she takes over the wheel accidentally hitting and killing a br br ridley can't remember anything so helen lets him take the blessed and blessed for the death the heel of a woman's shoe is found in the car and katherine sees her sister immerse her shoes plus something in <unk> manner makes her realize that helen isn't telling the truth ridley is convicted and goes to prison and helen marries a man she doesn't love and leaves for south america br br this is a wonderful film even and tied though at the time this wasn't an a list cast cummings is playing a part that robert taylor would have played it's an mgm film he's handsome and very amiable and affable even if he doesn't have the dazzling looks of someone like taylor <unk> day is a favorite actress of mine someone mgm <unk> out constantly because they didn't know what to do with her why i question and curiosity a fantastic actress with a keen face and voice she <unk> up many a film this one is atomic number 102 different her katherine is settle and resolve sympathetic and totally lovely jean <unk> is a crappy and lousy actress br br so who was the beautiful one we all have intercourse even and eve if mgm didn't br and atomic number 35 atomic total 35 extremely and extremely commend superficial and superficial precious and wanted stone,negative,0,negative,0,negative,0,negative,0,invalid,-1
77,20,49.536620140075684,True,0,1,<start> this is a horrific re make of the french movie ma <unk> en and nut rose http imdb com title the only scenario that i can imagine in which anyone <unk> bates butler what were they thinking agreed to be associated with it is maclaine seeing the original being rightly impressed and <unk> a friend with no writing credits or talent to his name to understand the themes for american audiences whom they both agreed are pudding head stupid stupid then she enlisted other friends to sign up and they do so as friends certainly not on the merits of this pathetically contrived everything but the kitchen sink book br br i'm not a knee jerk fan of french film but ma <unk> nut and nut rose is a elusive paying attention and thought evoke treatment of sensitive and sensible ethnic issues i would love to see it get wider exposure among english come up to audiences and if that means an american re make so be it but <unk> <unk> a little respect for the issues and the word of the audience and better management for the actors who couldn't seem to find out if they were working for tennessee williams or jerry lewis,negative,0,negative,0,negative,0,negative,0,negative,0
78,69,109.7854368686676,True,1,0,<start> after attack of the fifty foot woman with alison hayes opened the doors for women to be just as dangerous as men there was obviously an open market for other movies to pick up and carry the flashlight and what more a lovely actress than dorothy from it's a mad mad mad mad world to play the role the is that cute and blonde may just be too sweet and innocent looking to step into allison size 50 shoes this role really needed someone with an amount of <unk> sex appeal is more the girl next door type she may have taken and done this role to prove she could be sexy but the material and real lets her down lou costello however proves he can do a movie without bud abbott course him lines and he even a dramatic role in some of his scenes when he not turning to gale gordon as his front man for gags gordon however establishes that all he can be is <unk> <unk> and <unk> much the same character he creates later on the lucy show charles lane also plays the same role in everything he does a straight man and his screen time is limited the special effects are convincing for the time but i would have liked dorothy to have been a little more than <unk> and groom and at least have been allowed to become dangerous as the movie's lead character she takes second billing to costello who is in all of the movie with dorothy several times vanishing like a sub plot the whole movie put together just can't make up ones mind if it's say to be accomplishment fable and allegory a comedy or just a parody of the allison hayes classic there's a lot of good scenes some very funny humor and some very preposterous and nonsensical camp that carry on the rest of the film still i do like this movie for it's <unk> of women there's not enough movies out there like this one if this movie had a chance to be remade today i'd extremely commend courtney cox and jason alexander in the lead roles and allow me to completely re write and compose the original book courtney tops my lean of actresses who i believe could and should adequately play gorgeous although i have to admit that if either of the titanic sweetheart allison or dorothy came after me i'd continue hush up and pull mess up over by and by run into up and improve up and wage heed,invalid,-1,negative,0,negative,0,negative,0,negative,0
79,51,92.30913305282593,True,0,1,<start> sick i'm amazed at all the good <unk> this show has here all we have in this show is two pudding head kids who keep doing an annoy laugh and they do occasional funny things only in like 2 of the shows while near and about of the others nurse up as then they comment on music videos which i cannot stand personally while they either love or like br br in almost and about episodes the solitary thing you will hear are the let's go score with some skirt or i'll kick and beef your ass <unk> or the better yet and usually used quote that was cool and above all their irritate laugh br br if you want a good and practiced animated show seek the simpson <unk> and <unk> s and confederate states and state of america and united states coarse and mutual this show is only non deserving and merit the time or energy it takes to catch this horrific mtv serial and in series truthfully,negative,0,negative,0,negative,0,negative,0,negative,0
80,11,30.51142382621765,True,1,0,<start> i watched this on tv in 1989 and regretted not and non taping it i was very scheme and suspenseful it equal and adequate stick as the events blossom and this man's past catches up with him br br the acting is first rate and the story is exactly and precisely what the title claims twist of fate but no one could run away and forth from a life that this man had at the beginning of the movie,negative,0,negative,0,negative,0,negative,0,negative,0
81,57,98.48155999183655,True,0,1,<start> sooner state this movie seem to have been pretty well covered by earlier gloss but there are a matching and parallel of items i wish to add the unbalanced and demented scientist is producing a serum from the blood of a cage savage in order to turn a man into a werewolf if we set aside and set aside our mental rejection enough to buy into that fine but the brute in the cage is a coyote that would make a did audiences in 1942 non know the difference between a wolf and a coyote they're easy and falling hit to tell apart that's light br br secondly this movie was covered in the third episode of mst3k on the comedy canal it took joel and the bots a number of instalment to get up to full <unk> steam and they weren't up there rather and rather yet on this one they set add enough to this snoozer to keep you alive until the end but it was non one of their better sequence they never yet bring up the crying <unk> of an real wolf and that laugh was but go go through in the primary and dimwitted wait to make up <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
82,40,80.27636313438416,True,0,1,<start> this movie suck the problem was not with the cast i think the cast was great lots of good talent lots of great acting but the script was terrible it seemed to be mostly just a frame work in which steve carrell could do his <unk> and that is what he does best but it just didn't work here the script was hard to follow the story was non <unk> and scenes were random and lacked direction also much of the action was extremely contrived and seriously thought out it was a good effort but as max says they missed it by that much i am shocked to see how many glowing reviews there are for this scum bag here on the imdb obviously the movie producers are getting people to write lots of confident reviews on their movies and satisfy up the entries on the imdb if you read the positive reviews and compare them to the negative reviews it is pretty clear which ones are genuine reviews from normal users br br this movie was full of problems and jokes that just didn't work i loved steve carrell in anchor man and i like his comedy and style but i will tell you that i never once laughed while i was watching this movie yes i had a couple of light moments a couple of chuckles but no real laughs goof and merry andrew egg that struck me at all br br spoiler alert one silly scene was when max had his hands <unk> on the airplane and he goes to the bathroom to try to escape he uses his special swiss army knife but or else of just using the blade of the knife he tries to shoot the <unk> with his miniature crossbow and as the crossbow lose and girl fires and shoots little arrows into him over and over again almost putting out his eye max doesn't give up or try the blade rather no he just keeps shooting himself with the crossbow what was he really expecting to do with that crossbow it seemed to be the risky and wild option on the stab to try to murder the <unk> it just made absolutely atomic number 102 sense br br that is a good example of the typical circumstances in the scenes that made up this movie they equal idiotic and nonsensical under the endure thought out ill motivated and made of pure nonsensical and that was truly and rightfully distract br br as i said this movie was a big allow mastered and i recommend you head off it a note to the imdb you should do something about these faux reviews that people are leaving it <unk> the authenticity of the place,negative,0,negative,0,negative,0,negative,0,negative,0
83,37,76.60422897338867,True,0,1,<start> oh dear what can i say about half past dead i was really disappointed in it i was thinking a steven seagal movie cool we'll get to see him kick people and flip people and break bones we might even get to see him have a stick fight with somebody excellent br br however i was in for a rude awakening this film can be summed up as follows br br take an episode of the a team remove the loveable and <unk> characters such as <unk> <unk> mr t and face then get a writer director to pen a plot even ed wood would be ashamed of and who's too big a fan of the matrix and john woo movies for his own good switch in a bunch of people with really bad acting ability and who don't have real names finally add in a main star who's getting <unk> around the <unk> and doesn't appear to be able to do his own stunts anymore br br the result half past dead an action movie so ridiculous that it at least made me smile right the way through the plot holes are <unk> <unk> large for example prisoners who when the jail is invaded fight the invaders rather than attempting to escape or how about the prison itself which has an <unk> that contains heavy and rocket propelled grenade <unk> you also have a helicopter bearing a striking resemblance to a <unk> with some kind of video game mounted in the nose br br then there's seagal himself i like the guy he can fight he's even witty in a way that jean claude van damme will never be but all through the movie i kept hop for that one great limit fight scene never happened or else we got people lighting guns a lot and not hitting a whole hell of a lot i mean when someone runs down a narrow corridor and you fire a sub at them there isn't a whole lot of home the slug can go other than down the corridor and into the target yet somehow they miss and young woman yet the a team would cringe at this <unk> and then when it gets to any kind of one on one physical stuff we get address to a shabby matrix rip sour without the benefit of bullet time people getting kicked twenty feet through the air and <unk> other idiotic <unk> hokum br br c'mon steven you're better than this your career can't be over say it ain't so br br this is instantly forgettable except i'm storm myself to remember for the blast down for of this revue and if you watch it show to find it funny in an a team kind of way but i doubt it'll be high on anyone's ray watchable list out for justice this ain't to a greater extent and to a greater extent like out to lunch,negative,0,negative,0,negative,0,negative,0,negative,0
84,15,39.22200584411621,True,0,1,<start> well this movie wasn't as atrocious as i thought it would be i was expecting to give it one star i cream out to give it three why well for a cheesy horror sci fi movie it's not all that spoiled sure the characters are tacky as is their play including a young leonardo dicaprio the effects sleazy looking and the monsters well let's just say that i've seen some more and to a greater extent effective and in effect halloween costumes in elementary schools but there was something about this movie that made me watch it till the end a little bit of humor helped out a bit i guess and if you ever wanted to look an alien slip by gas this movie will let you live and digest your dream 3 10,negative,0,negative,0,positive,1,negative,0,positive,1
85,35,74.0740876197815,True,0,1,<unk> introduction of the crew we have essentially a film about this crew trapped in a space ship with a vampire lurking about br br i'm a very forgiving viewer when it comes to low budget films occasionally they can be brilliant see <unk> first two evil dead films dracula 3000 had a decent budget enough for some decent special effects and for the <unk> of 3rd like van dien erika eleniak <unk> etc however unlike the evil dead flicks there is no talent behind the camera in front of the camera the talent is marginal but i'm going to give the actors some benefit of the doubt it really seems like they don't know what to do the best actor of the bunch alexandra <unk> gets killed off quickly and the ever enjoyable <unk> <unk> is reduced to being an exposition vehicle for the viewer as the deceased captain we hear and see via a video journal grant is also okay as the professor but it's hard to take seriously a scientist in the year 3000 who wears glasses and rides a wheel chair and yes it's a wheel chair as in there is nothing futuristic about it as for the rest of the actors i'm sure <unk> really tried to be scary after getting turned into a vampire but well i don't think irritating qualifies as scary in most people's book tiny <unk> and erika eleniak don't really provide much either <unk> is never really more then the <unk> big <unk> black stereotype eleniak actually appears unhappy throughout the film and never tries very hard eleniak is a pretty girl even in her mid thirties but looks a little worn out and <unk> for the movie's duration br br this brings us to count dracula <unk> played by <unk> to be honest i can't recall who exactly the vampire is supposed to be he introduces himself as <unk> but at some point he <unk> himself as count dracula as well go figure in any case you will be absolutely <unk> by just how feeble this vampire is have you ever scene those cheesy horror show hosts local networks would have on their creature feature time <unk> yes it's that bad <unk> the actor playing must have found it almost impossible to digest in such a ridiculous outfit i'm sure he's still getting <unk> by his friends br br there isn't much to the plot the vampire is the last of it's kind and wants to go to earth for some reason and also there is some lip service about wanting to defeat <unk> van character van helsing most of the crew get turned into vampires including van helsing and the crew use conventional machine guns and <unk> to try and defeat them before they figure out the old stake in the heart routine yea that's right smoke and yes the year 3000 keeping in that baffling vein one of the main country the crew fix themselves up in while battling the vampire or vampire since there is really never more then one menace them is meet with old soviet posters and <unk> and such what the there are also references to god religion being <unk> systems but these references alone confused me did the soviet union make a comeback is there some point <unk> and want to make with this it never really goes anywhere appear dumb and the posters etc just look trashy br br on the confident and positive side the film is competently shot and edited the cinematography is nothing spectacular and prominent but it's clearly done by master and i had no trouble with the special effects the ships look like ships in extinct space although as i compose and compose this i recall how god abominable the corpse of the captain looks when the crew discover him what were they thinking why didn't someone say something see how difficult it is to say something win over about this film without falling back on the negatives i judge ultimately that's the thing whatever positives you try and grant this sci fi repulsion debacle you become float by it's want of quality br br pitiable <unk> <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
