id,generation,elapsed,misbehaviour,expected_label,predicted_label,text,gpt,validity,gpt2,validity_gpt2,gpt3,validity_gpt3,gpt4,validity_gpt4,gpt5,validity_gpt5
45,13,2959.8680601119995,True,0,1,<start> let me get this straight the church has a safety lock down mechanism to keep the spirits from leaving but the ultimate answer is bringing it to the ground maybe i'm missing the undercover and secret plan maybe this guy is from the ed wood school of film making or something this movie is about as useless as the church itself hey maybe that's the point that whole rosemary's baby <unk> segment was hilarity i can go to my corner halloween dress up shop and get better drag than that the entire film needs to be remade properly there were so many things that were played down so many matter that could have made maine and me jump out of my seat and through the cap i'm not sure and for certain if the fault lies with the writing or editing but what i and 1 saw should not have this high and richly of a rating,negative,0,negative,0,negative,0,negative,0,negative,0
47,61,9134.270049571991,True,1,0,<start> lights of new york was the first and low all taking boast film coming in at a alert <unk> minute and directed by bryan <unk> of the famous vaudeville family br br the story has two dopey and foolish <unk> <unk> landis eugene palette yearning for a chance at big city life and getting involved with gangsters and <unk> booze one of the guys gets set up for the murder of a cop but is carry through at the last and end minute and bit by a gun and shooter moll gladys br br much and often of the write and drop a line up takes place in a night club called the night hawk which is run by a crook named hawk wheeler who has his eye on a pretty costello who is the girl friend of landis costello gets to do a brief dance and we hear harry <unk> made up to resemble ted lewis sing at <unk> in his adept al <unk> style br br the acting ranges from good palette and to dread and get a couple of the actors <unk> their lines but then keep right on with the scene as noted and illustrious elsewhere this was intended to be a little ii <unk> and was made on a shoe train budget yet the sound quality is astonishingly good the voices all read clearly and there follow a not and non bad and spoilt cinematic touch in the silhouette death br br the film was a box situation smash even and tied though it was shown as a silent film where field were non and non <unk> for the new sound technology atomic number 102 one expected this little and trivial film to gross and consummate an puzzle 1 trio million info technology briefly made stars of costello and landis and for certain found palette on his long life history as a star character actor br br and atomic number 35 co stars include mary carr as the mother and work forth and away robert elliott as the detective eddie kane as the street cop and tom <unk> a a thug,negative,0,negative,0,invalid,-1,invalid,-1,invalid,-1
49,18,3872.575390100479,True,0,1,<start> the riddle was written and directed by brendan foley in what appears to be an attempt to pull the mysteries of the charles dickens' novels into a contemporary story but that attempt is thwarted by <unk> to use the two periods of time format in which the is <unk> despite a cast of well known actors trying their best and scoop to pull off this direct to dvd movie the end product is a long tedious amateurish mess that can only be considered as entertainment if viewers are fans of the cast as remembered from other films br br mike sullivan vinnie jones is a journalist confined to reporting on dog racing events while he dreams of important reporting <unk> a series of similar murders happens to include an old friend of <unk> <unk> vera day who runs a pub on the banks of the <unk> having just discovered an old valuable <unk> manuscript by charles dickens and has a heart of gold giving <unk> away to such pathetic creatures as an old tramp <unk> derek jacobi <unk> murder attracts mike to the role of detective journalism and with the help of <unk> kate julie cox he begins to tie and link the investigation to clues he finds in reading the devil manuscript <unk> the flow of this rather simplistic story is the use of flashbacks to dickens' time as devil again derek jacobi narrates a rather personal story of peculiar murders the parallel between stories and the cross casting among actors may have worked in <unk> hands but the <unk> of this kind of venture escapes writer director brendan foley he drag his story to a close at long last with a tired conclusion br br in addition to jones jacobi cox and day the pic somehow attracted the attention of vanessa redgrave jason <unk> <unk> moriarty and mel smith their contribution cost minimal but happily distracting this make up a reduce and fragile bit of <unk> leaving the viewer wonder how films of this quality ever find financial support grady mouth organ,negative,0,negative,0,negative,0,negative,0,negative,0
50,7,1671.148710012436,True,0,1,<start> when i first saw race against fear don't you just love <unk> movie titles i had to keep scratching my head was this meant to be serious why couldn't the main character even run like a normal person running much less like a star runner how did i know that the coach was evil only 1 minute into the film all of these questions and no answers then i just let the inane script and the awful directing just carry me away it was easier and leisurely not to resist then the film became funnier by the minute and i now rank it among my top ten junk movies from <unk> some have said here that <unk> richards is really talented but that the material was flawed i heartily and warmly disagree and differ not only can she non convince me that she's an <unk> she's walks wide eyed through the rest of the story like she's just put down on earth maybe the coach broke out of prison and finished her off at least i hope so and then,negative,0,negative,0,negative,0,negative,0,negative,0
51,39,6879.454824209213,True,0,1,<start> very well i have to admit that i quite enjoyed house of the dead despite its well and good documented failings this however was the whip film i have seen since demons at the room access compared to the force are vastly and vastly superior and victor however the plot is light and tripping the acting reminiscent of everyone's favourite and favorite the erotica film and the decisions and actions of the characters consistently brink on the moronic i feel like and wish trying out uwe boll's late cinematic outings just to get some sense of perspective over i am not suggesting that he is really the cure more a case of a different disease but when your senses have been insulted in such an abhorrent manner the simply agency is better fine and okay there info engineering science is i take in managed the ten line minimum and shall pine away no more and to a greater extent of our time on the yearn by of film that is house of the dead and short two,negative,0,invalid,-1,negative,0,negative,0,negative,0
52,5,1212.7914521694183,True,0,1,<start> br br as a fan of bad movies and mst3k and a member of i must say i've seen my share of them but geez even the worst i've seen at least had a soundtrack as george <unk> wanders around hong kong doing who knows what you can guarantee that you won't be distracted by any of that background music that fills todays cinema or any of that music that fills <unk> i don't think anyone in this film even <unk> br br now this isn't entirely true there is a sound track if you listen closely you will hear it <unk> in about a half dozen times through the course of the film of course the time will be entirely inappropriate and it doesn't last very and real long but something that could be classified as music does occur your best and skillful bet though is to sit your toddler armed with a wooden spoon down in front of the tv with a collection of <unk> and pans while you watch the rhythm and flow would be better than anything the film offers br br keep an eye out for sammo hung as a minor <unk> in this film aren't we all glad and sword lily he found jackie chan to work with,negative,0,negative,0,negative,0,negative,0,negative,0
54,30,5703.648513317108,True,0,1,<start> never mind the serious logic gaps never mind the achingly cliche character portrayals never mind the haphazard writing and you might like this movie the main character <unk> was supposed to be endearing the heroine who you root for to be saved or in this case save herself but instead she merely <unk> and makes one wonder are all pro really that stupid her <unk> mother was obviously only necessary and requisite to further <unk> the illusion that ballet companies are evil monsters ready to snatch your poor innocent young girl from your grasp with an ever present biting artistic director villain and the <unk> not only does she become <unk> an over the counter nut and a pathological liar but all in the course of a few month it's like the writer read every horror story he could dig up about ballet and decided to see how much he could cram into two hours with commercials br br believe it or not but i am a dancer this <unk> or <unk> of <unk> and that is happening is nonexistent at all of the dance schools i have wait on and look in fact the teachers are so scared to even suggest that a girl might stand a better chance a few pounds loose most and nearly of the dancers in my classes would be actually considered <unk> overweight i'm not saying eating disorders never occur but not to the extent as it was portrayed in the movie br br another annoying problem this movie had was the means to an end writing style her on again off again fellow probably had all of half an hour total screen time all in the first half the other supporting characters were merely props <unk> to further and advance the story given the right dialogue this would have been a very intricate mind study of a problem as it represent it turns and tour into a one woman show and kimberly <unk> doesn't have the <unk> to pull and force data technology off br br to a non dancer this movie would be a reckon insight into what really goes one behind closed and conclude doors at a ballet company to a dancer this follow a very and identical abuse movie which portrays as pudding head and parents equally <unk> and ill informed those <unk> to a greater extent and to a greater extent right describe the people who got this on the air in the first and starting time place trio 10,negative,0,negative,0,negative,0,negative,0,negative,0
55,18,3872.573164701462,True,0,1,<start> avoid this movie if you are expecting the <unk> adventure 1972 you may experience nothing more than a case of the this film offers zero more than two extremely long and drawn out hours of complete boredom br br the cast penis act as if they are angered and enraged by the irritation of a bathtub of water <unk> on a bed of an <unk> the script is totally unrealistic and the film does not even have the feel of a disaster movie in fact everything about this movie is bad with the exception of tom it is unfortunate that such a fine and ticket actor got swept away by a flood of <unk> to appear in such a <unk> when this movie was being made the <unk> must have turned over in its <unk> grave in a ocean and sea of shame and shelley winters will rise again from the dead direct from the <unk> to haunt anyone who dares to see this miserable movie i rate this film a unity out of 10 but it really and real deserves a zero this movie will make you want to head off or completely turn against water and it will leave a bad taste in your mouth it may still and closed up make you want to see chew the plump out 1975 and befriend a great and outstanding white,negative,0,negative,0,negative,0,negative,0,negative,0
56,13,2959.8637986183167,True,0,1,<start> over all it was a real good movie though all the actors besides jones harbor by the time i was half was through it i was really and very bring forth tired of see just change i would have made to information technology would to own and have to a greater extent flash backs perhaps with the material cobb,negative,0,negative,0,negative,0,negative,0,negative,0
57,35,6374.959674119949,True,0,1,<start> i saw this movie <unk> before something else i rented a while back and it looked decent i've seen some good stuff from full moon video and thought it was worth a shot unfortunately this was not good stuff br br the story is about a possessed bed a couple moves into a new apartment discovers the bed and odd things start happening left things like the woman discovers kinky sex and the man break kinky sex and the woman pull in pictures of kinky sex and the man photographs kinky sex and they both start having dreams about dead people having kinky sex you'd think a movie with so much kinky excite would be good right br br well no the trouble is that this is alleged to be a scary movie or at least a thriller and it just doesn't give birth there is little tension no suspense and atomic number 102 fear aside from some troubling dreams and visions there really isn't anything for this couple to be worried and deal about the whole movie is essentially and basically the two of them having these visions and playing around in bed sure and trusted you get a monster fight at the end and some bloodshed but zero spectacular and prominent there's only one murder and one good and expert scare and that's information technology br br and the kinky turn on don't get your hopes up or anything else for that matter their idea of kinky and perverted excite live woman on top fully and in full clothed examine to <unk> her mate with a <unk> not on the button and on the horn in my theme of a skillful and near meter,negative,0,negative,0,negative,0,negative,0,negative,0
59,11,2547.0382850170135,True,0,1,<start> if you watched the series and love the league as i do then prepare to be disappointed i went to the cinema with a group of die hard league fans and we were all in agreement that this film wasn't as funny or dark as the three series before in my personal opinion it was a money <unk> the writing was contrived and the patch confused no not confusing just confused with what it was trying to do it was self indulgence of the sorry kind from writers who are far more talented than my sad criticism i hope the league at least can be honest enough with themselves and acknowledge this film as equal inferior and inferior to the superb three series i will not be buying it despite owning most and nigh of the league <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
62,8,1893.706097126007,True,0,1,<start> what was he thinking how sad an actor as tremendously and enormously talented as michael <unk> who stole and slip our hearts in mighty <unk> and fascinated us in ill town has sunk to this pathetic level the writing on this sitcom is the crust left on the bottom of the drum after it has been <unk> shame on all involved there is a trend major movie actors that are no longer hot merchandise are turning to tv often and oft with disastrous results reference the on cbs and nbc however abc has a hit with boston legal hip spell and great nostalgic use of bill shatner to do in michael <unk> in this all in the family rip murder is an insult to viewers and mostly michael himself,negative,0,negative,0,negative,0,negative,0,negative,0
63,70,9928.841737985611,True,1,0,<start> i agree with the posters before and ahead that the characters be exceptionally quick and believable and all the actors at their top variety i particularly be intimate david boreanaz stretching in a part so unlike anything else he played proving once again his amazing gift for comedy the first part of the movie was light and funny the blackmail part was a bit surrealistic and surreal but interesting and it was all downhill from there br br i found it frustrating that at to the modest and humble degree two out of the three girls keira and lisa get out of the blackmail betrayal <unk> free and waste nary a trace left on their psyche i know the movie the dismal ending of the play and i am not and non sound out i neglect the murder part but i for certain and for sure needed to run into those two getting their deserts somehow and i was leave alone and go away <unk> in frustration with the ending it's why unity apply info technology merely and solitary a nina from carolina br br and atomic figure 35 only and just in spade connect and link in include interesting and intimacy cinema and cinema,negative,0,negative,0,negative,0,negative,0,negative,0
66,14,3155.7598073482513,True,1,0,<start> a town in japan is being taken over by a horribly brutal abstract and sneak shape the spiral it's becoming a theme in everything from animals to clouds to people and twisting them mentally and literally this film shows it happening to several groups of people some demonic possession is implied but nothing is entirely sure except that the best bet is to get the heck out of dodge the film progresses really well from normal life to <unk> phenomena giant <unk> and crazy people to the truly supernatural walking dead br br as a jaded american horror movie fan this was just what i needed maybe it was just the novelty and freshness of a different <unk> film but it seemed to have a very original advancement set of characters and the premise was definitely new the japanese may think horror shapes means spiral i'm told are old by now but it was nice for me because i'm used to monster alien virus disaster undead films in an american movie you know who's going to die the annoying nasty and awful lascivious racist characters and who will live the children heroine dogs cats skillful guy that's not true in japanese horror it was not and non predictable how they would fight the evil and malevolent or how it would end up also it had this really new but probably typically japanese color pacific northwest style <unk> day thing going which was a fresh visual effect for me the horrific moments were seriously and badly creepy relying on a little gore but mainly just and on the nose and horn in impossibly overdone facial expressions think the ring and body <unk> this should be one of the great up there with once original and archetype ideas like the first nightmare on elm street or night of the living dead,positive,1,positive,1,positive,1,positive,1,positive,1
70,12,2756.876777410507,True,0,1,<start> i thought this series was going to be another fun action series with some active and alive plots and great performances i was wrong while i like jamie <unk> this show is hardly worth and deserving watching at all unless you enjoy watching some people <unk> and the actions of the agents supposedly warranted under the theme of subject security the show is heavy propaganda for the current government and <unk> out <unk> as though we talk that way every day after a couple of episodes it was boring the hell out of me and i started catch reruns of house invaders on rather rather watch csi and without a trace without a doubt,negative,0,negative,0,negative,0,negative,0,negative,0
71,43,7346.0368893146515,True,0,1,<start> i hated the book a guy meets a smart dog let a virgin girlfriend and all the while they're being chased by a take man and a ape brute thing both of whom want the dog dean <unk> really and real can't drop a line i read the book at my baby recommendation i should have known better when i watch this mostly out of a morbid curiosity i actually found myself criticizing it because of the fact that it was untrue to the book even though this is a book that its unacceptable to make a good movie of i image at least if they're going to make a film adaptation of the rack up record i've ever read the film lord might as considerably and comfortably be accurate they turned the guy and his virgin love and bang stake into a boy and his return for some reason that bothered me most and virtually of all yet though i in earnest doubt hold and apply father it a guy and his bronx jolly up wouldn't have made it any better rather and rather simply sorry hand big movie don't consider information technology,negative,0,negative,0,negative,0,negative,0,negative,0
72,70,9928.838340044022,True,0,1,<start> being a vast and vast laura <unk> fan i picked this up at a rental outlet just to see another <unk> film boy did i make a mistake br br <unk> in egypt has zero to do with <unk> laura <unk> is in it along and on with her husband gabriele but that is the only connection to <unk> here laura plays laura original huh a beautiful <unk> who goes to visit her wealthy and affluent friend pia annie belle in egypt in tow are her a hole photographer carlo a haggard looking gabriele and some blonde woman who is never named also and likewise living in <unk> mansion is <unk> the sexy but dumb al <unk> a mystique who speaks cypher and nobody but hokum arriving for the weekend are <unk> two daughters one a little haired lesbian and the other a brunette lots of sex is involve merely scarce shown one good and expert seem actor plays and trifle ali the egyptian servant who gets lucky with three of the women in the hall laura has sex with the lesbian the gay woman has sex with <unk> pia and the blonde have sex with <unk> at an egyptian orgy laura drinks blood and is possessed during an egyptian ceremony carlo assault and round laura it all happens with so and thus little panache that <unk> in egypt is one of the rack up movies i've ever and always seen far from erotic even the actors themselves look drill during their sex scenes br br considering there were two renowned and notice span in this film laura and gabriele al and annie the number of available wind up scenes are <unk> rather a film that offer a top run and nick <unk> cast and never drive home the goods will <unk> every viewer off take out the hardcore and hardcore laura <unk> completist other than and other than point sink of <unk> in egypt and united arab legal get on give way difficult and potent,negative,0,negative,0,negative,0,negative,0,negative,0
73,41,7119.253641843796,True,1,0,<start> even though some unrealistic things happen at the end i e a cop shooting a hit man into a crowded merry go round where any number of innocent could be killed this still was an intense enjoyable thriller one of alfred hitchcock's better and comfortably films robert walker is splendid as the chill <unk> really convincing giving a fascinating performance that is almost too and overly creepy at times his co star in here <unk> granger is ok and alright but is no match for walker either in acting or in the characters they play it's the typical hitchcock film with some strange and unusual camera angles base themes innocent man gets in trouble etc unlike a portion of his other and late films i thought this one was a fast and firm moving story with a very few dull and inert spots being an ex tennis player i enjoyed his footage of some splendid old and sometime net matches that featured some good <unk> hitchcock's real life girl patricia has an interesting and unique minor character role in here and hera she didn't just and fair get the think over because of her dad she can act likewise of note the dvd has both the british and american versions and there equal and touch some differences in the story this is a classic film that make up still contribute improving to in modern day films even and notwithstanding comedy such as drop <unk> complete and fill out the condition,positive,1,positive,1,positive,1,positive,1,positive,1
74,24,4832.805700302124,True,0,1,<start> be you josh maine this is quite perhaps the worst amateur movie i've ever seen the casting was atrocious the acting was spoilt than atrocious and i'm sorry the guy at the picnic speed <unk> his plate full of food was somewhere near superfluous and the demonic turd and chamber pot and lot chasing drew around was nothing more than comic and funny when i herd and crowd about the bell witch i wanted to think i read some lit on it and thought it voice and sound like it was possible a plausible story but this movie just destroyed that <unk> white director writer lead actor etc require himself a bit too severely and i think he gives himself a short and inadequate more and to a greater extent credit than he merit do yourself a favor hop this one,negative,0,negative,0,negative,0,negative,0,negative,0
75,34,6243.923573255539,True,0,1,<start> lame is really the well way to describe and line this movie it has a real poor script uninteresting dialog and characters and it's lacking in basically everything else as well br br there are too many characters and problem is that you don't care about any of them what the movie is lacking is one good and clear main character instead now the movie has a bit of everything it has a bit of an hero it has a bit of a love interest and it has a bit of villain i wish it only had a bit less <unk> though fore they are just mostly very annoying in this movie br br <unk> are supposed to be devilish creatures who murder for pleasure in this movie however all they want to do is drink beer and watch naked college girls besides someone had the idea to let the <unk> be able to talk this time this works out really poorly and irritate the <unk> tool had been definitely and by all odds <unk> for this movie and they are more detailed looking and are able to do more however at the same time they are way more fake looking than the ones from the previous <unk> movies br br it's obvious that the aim for this movie was more and to a greater extent comedy than horror this time the movie is like a lame '80's high school comedy even though this movie got released in 1991 it's humor is really the big and most game thing about the entire movie it's so incredibly annoyance and simply not funny at all br br the story is not going anywhere with its story and the movie is just essentially and fundamentally one big pot and quite a little that never seems to end the <unk> plot line seems fundamentally to have nada to do at all with the early plot lines of the movie involving the human characters the movie is non at all about the <unk> terrorizing a college with the humans trying to hunt them down and stop their rampage no big and bad surprise that this is brent lone written movie as of yet he simply has atomic number 102 talent for it and i think that he has discovered this as well and has gone back to college himself or else br br even when compared to the previous and late <unk> movies this movie be simply simply dreaded br br ii ecstasy and go,negative,0,negative,0,negative,0,negative,0,negative,0
77,21,4364.66056394577,True,0,1,<start> this is a horrific re make of the french movie ma <unk> en rose http imdb com title the only scenario that i can imagine in which anyone <unk> bates butler what were they thinking agreed to be associated with it is maclaine seeing the original being rightly impressed and <unk> a friend and champion with no relieve credits or talent to his name to translate the themes for american audiences whom they both agreed are stupid pudding head pudding head then she engage other and early friends to sign up and they did so as friends certainly not on the merits of this pathetically contrived everything but the kitchen sink book br br i'm non a knee jerk fan of french film but ma <unk> en and nut rose is a subtle and elusive thoughtful and thought provoking treatment of sensitive and raw cultural issues i would love to see it get wider exposure and pic among english talk audiences and if that mean an american re make so be it but <unk> <unk> a little respect for the issues and the intelligence of the audience and better direction for the actors who couldn't seem to settle if they pull in up working for volunteer and offer state williams or jerry lewis,negative,0,negative,0,negative,0,negative,0,negative,0
79,19,4042.244648694992,True,0,1,<start> seriously i'm amazed at all the good <unk> this show has here all we have in this show is two stupid kids who keep doing an rag laugh and they do occasional funny things only in like 2 of the shows while most and near of the others sucked as then they comment on music videos which i cannot stand personally while they either love or like br br in to the highest and high level and level episodes the only things you will hear are the let's go score with some chicks or i'll rush your ass <unk> or the better yet and normally used quote that was cool and above all their temper laugh br br if you want a good and expert animated show sample the simpsons <unk> and <unk> south and confederate states of america park this show is just not worth and deserving the time beaver state zip it takes to take in this horrific mtv series truthfully,negative,0,negative,0,negative,0,negative,0,negative,0
80,14,3155.7544271945953,True,1,0,<start> i watched this on tv in 1989 and regretted not and non taping it i and ace was very scheme and suspenseful it is amazing as the events unfold and this man's past catches up with him br br the encounter is number 1 rank and the story is exactly and on the button what the title claims twist and rick of fate simply no and atomic number 102 one could run away and outside from a life that this man had at the lead off of the movie,negative,0,negative,0,negative,0,negative,0,negative,0
81,96,11836.521248340607,True,0,1,<start> ok this movie seem to have been pretty and moderately well and comfortably covered and cover up by earlier comments but there are a mate and match of items i wish and charge to add the mad and excited scientist is make for forth and dispatch a serum from the blood of a cage in sensual in smart and chic set to turn a man into a werewolf if we freeze and freezing our disbelief enough to corrupt into that fine and all right and compensate but the creature in the cage is a coyote that would make a did audiences in 1942 non know the difference between a wolf and a coyote they're easy and slack to tell apart and isolated that's light br br secondly this movie was top over in the third episode and sequence of mst3k on the comedy convey data technology took joel and the bots a number of episodes to get up to full <unk> steam and they weren't up there and in that respect quite and rather yet and however on this one they suffice add adequate to this snoozer to keep you wake until the end but data engine room skill was non and non single of their effective and efficient episodes they never even remark the ground level <unk> of an genuine and real savage and that joke was just and hardly hang and chatter for wish and wish atomic and nuclear number 49 the air arrest back to act <unk>,negative,0,invalid,-1,invalid,-1,invalid,-1,invalid,-1
82,92,11570.214880943298,True,0,1,<start> this movie sucked the problem was not with the cast i think the cast was great lots of good talent lots of great acting but the script was terrible it seemed to be mostly just a frame work in which steve carrell could do his <unk> and that is what he does best but it just didn't work here the script was hard to follow the story was non <unk> and scenes were random and lacked direction also much of the action was super contrived and ailing thought out it was a good effort but as max says they missed it by that much i am shocked and outrage to see how many glowing reviews there are for this dirty dog here on the imdb obviously the movie producers are getting people to write lots of positive reviews on their movies and meet up the entries on the imdb if you read the confident and convinced reviews and comparison them to the damaging reviews it is pretty clear which ones are genuine reviews from normal drug user br br this movie was full of problems and jokes that just didn't work i make love and make out steve carrell in anchor man and i like his comedy and style but i will tell you that i never once laughed while i was watching this movie yes i had a couple of light moments a partner off of chuckles but no real laughs nothing that struck me at all br br spoiler alert one ridiculous scene was when max had his hands <unk> on the airplane and he goes to the bathroom and bath to try to escape he uses his special and particular swiss army knife only or else of just using the brand of the knife he tries to charge the <unk> with his miniature crossbow and as the crossbow miss and misfire fires and shoots little arrows into him over and over again and once more and to a greater extent almost putting out his eye soap doesn't give up or seek the sword or else atomic number 102 he just keeps shooting himself with the crossbow what was he really expecting to do with that crossbow it seemed to be the big option on the knife to seek to transfer the <unk> it good and safe made absolutely nuclear and nuclear number 102 sense br br that is a but and full example of the typical and distinctive context in the scenes that made up this movie they rival and contender farcical and nonsensical ominous and risky thought out downstairs the atmospheric condition move and made of pure and staring hokum and that was really and rightfully distract br br as i said this movie was a large and heavy get grim and i recommend you void it a note to the imdb you should do something about these fake review that people are leaving info mastermind scientific discipline <unk> the authenticity of the locate and put,negative,0,negative,0,negative,0,negative,0,negative,0
83,65,9494.543970823288,True,0,1,<start> oh dear what can i say about half past dead i was really disappointed in information technology i and 1 was thinking a steven seagal movie cool we'll get to see him kick people and flip people and break bones we might even get to see him have a stick fight with somebody excellent br br however one was in for a rude awakening this film fanny be summed up as follows br br take an episode of the a team remove the lovable and <unk> characters such as <unk> <unk> mr t and face then get a writer director to pen a plot even ed wood would be ashamed of and who's too big a fan of the matrix and john woo movies for his own good throw in a bunch of people with really bad acting ability and who don't have real names finally add in a main star who's getting <unk> around the <unk> and doesn't appear to be able to do his own stunts anymore br br the result half past dead an action movie so absurd that information technology at least made me smile right the way through the plot holes are <unk> <unk> large for example prisoners who when the jail is invaded fight the invaders rather than attempting to escape or how about the prison itself which has an <unk> that contains heavy and rocket propelled grenade <unk> you also have a helicopter bearing a striking resemblance to a <unk> with some kind of video game mounted in the poke br br then there's seagal himself 1 and 1 like the guy he behind fight he's even witty in a way that jean claude van damme will never be but all through the movie 1 prevent skip for that one great determine fight scene never happened rather we got people usher out guns a lot and not hitting a whole hell of a lot ace mean when someone runs down a narrow corridor and you fire a sub at them there isn't a whole heap of places the smoke rear end go other than down the corridor and into the target yet somehow they miss and drop level the a team would cringe at this <unk> and then when info technology gets to any kind of one on one physical stuff we get address for to a shabby matrix rip off without the benefit of bullet time people getting kicked twenty feet through the air and <unk> other idiotic <unk> nonsensical br br c'mon steven you're better than this your career can't be over say data technology ain't so br br this is instantly forgettable except i'm power play and solid myself to remember for the role of this review and if you watch data technology try to find information applied science funny in an a team and squad kind of way but ace and one doubt it'll be high on anyone's ra watchable list out for justice this ain't to a greater extent and to a greater extent like out to lunch,negative,0,negative,0,negative,0,negative,0,negative,0
84,14,3155.7528908252716,True,0,1,<start> well this movie wasn't as atrocious as i thought it would be i was expecting to give it one star i chose to give it three why well for a cheesy horror sci fi movie it's non all that spoilt sure the characters are garish and flash as is their acting including a young leonardo dicaprio the effects cheap looking and the monsters well and comfortably let's just say that i've seen some more and to a greater extent effective halloween costumes in elementary train but there was something about this movie that made me watch information technology till the end a little bit of humor helped out a function i guess and if you ever precious to see an alien hand gas this movie will let you live your dream 3 10,positive,1,positive,1,negative,0,negative,0,positive,1
85,15,3340.840840816498,True,0,1,<start> a space ship <unk> through the galaxy encounters a mysterious cargo ship apparently <unk> in space the crew investigates hoping to lay claim to its cargo and acquire the ship however once aboard the ominous vessel their own ship mysteriously leaving them to fend for themselves and battle none other then count dracula or <unk> as this creature calls himself br br not a bad start i mean it follows any number of typical sci fi horror plots the genres have been around enough that even the most original story will inevitably <unk> comparison to some other film but when you start with a fairly typical horror convention the legend of dracula and vampires in general and combine it with a fairly typical sci fi convention a crew happening upon something and becoming <unk> to battle whatever they're forced to confront the filmmakers better have some clever up their sleeve to <unk> their own mark on the familiar genre <unk> br br director <unk> <unk> who also wrote dracula 3000 with ivan is primarily responsible for this utter failure so no <unk> and have nothing up their <unk> but their arms br br this film begins <unk> enough with a very poorly delivered voice over by <unk> van dien essentially providing enough exposition to explain who the crew on his ship are i should also point out that van character is named van helsing and oh so very cleverly this <unk> character is from planet transylvania in the <unk> system no kidding i mean come on guys we get it and again don't be goofy and use such names unless you got something special in store br br so after van <unk> introduction of the crew we have essentially a film about this crew trapped in a space ship with a vampire lurking about br br i'm a very forgiving viewer when it comes to low budget films occasionally they can be brilliant see <unk> first two evil dead films dracula 3000 had a decent budget enough for some decent special effects and for the <unk> of 3rd like van dien erika eleniak <unk> etc however unlike the evil dead flicks there is no talent behind the camera in front of the camera the talent is marginal but i'm going to give the actors some benefit of the doubt it really seems like they don't know what to do the best actor of the bunch alexandra <unk> gets killed off quickly and the ever enjoyable <unk> <unk> is reduced to being an exposition vehicle for the viewer as the deceased captain we hear and see via a video journal grant is also okay as the professor but it's hard to take seriously a scientist in the year 3000 who wears glasses and rides a wheel chair and yes it's a wheel chair as in there is nothing futuristic about it as for the rest of the actors i'm sure <unk> really tried to be scary after getting turned into a vampire but well i don't think irritating qualifies as scary in most people's book tiny <unk> and erika eleniak don't really provide much either <unk> is never really more then the <unk> big <unk> black stereotype eleniak actually appears unhappy throughout the film and never tries very hard eleniak is a pretty girl even in her mid thirties but looks a little worn out and <unk> for the movie's duration br br this brings us to count dracula <unk> played by <unk> to be honest i can't recall who exactly the vampire is supposed to be he introduces himself as <unk> but at some point he <unk> himself as count dracula as well go figure in any case you will be absolutely <unk> by just how lame this vampire is have you ever scene those cheesy horror show hosts local networks would have on their creature feature time <unk> yes it's that bad <unk> the actor playing must have found it almost impossible to concentrate in such a ridiculous outfit i'm sure he's still getting <unk> by his friends br br there isn't much to the plot the vampire is the last of it's kind and wants to go to earth for some reason and also there is some lip service about wanting to defeat <unk> van character van helsing most and virtually of the crew get turned into vampires including van helsing and the crew use conventional machine guns and <unk> to try and defeat them before they figure out the old stake in the heart routine yeah that's right bullets and yes the year 3000 keeping in that elusive vein one of the main areas the crew hole themselves up in while battling the vampires or vampire since there is really never more then one threatening them is filled with old soviet posters and <unk> and such what the there are also references to god religion being <unk> systems but these references only confused me did the soviet union make a comeback is there some point <unk> and want to make with this it never really goes anywhere seems dumb and the posters etc just look cheap br br on the positive side the film is competently shot and edited the cinematography is zero spectacular but it's clearly done by professionals and i had no problem with the special effects the ships look like ships in knocked out space although as i write this i recall how idol atrocious the corpse of the captain looks when the crew discover him what were they thinking why didn't someone say something see how difficult information technology is to say something positive about this film without falling back on the negatives i and one guess ultimately that's the thing whatever positives you try and grant this sci fi horror debacle you become overwhelmed and swamp out by it's miss and lose of quality br br silly <unk> <unk>,negative,0,negative,0,negative,0,negative,0,negative,0
86,46,7669.179673433304,True,1,0,<start> personally i don't like a lot of b w movies but there's something wizard about this movie br br the movie starts with elizabeth lane barbara stanwyck liz writes a powder store and storage tower about how she's the of connecticut of course she's lying this becomes a problem when her publisher mr <unk> asks her to play horde and drove to a dark blasphemous and profane sailor over christmas in addition mr <unk> who's going to be alone and only for christmas invites himself up to the farm for the christmas party from there and on that point affair just go crazy br br since the movie is set on a new england farm the movie has a firm holiday and vacation feeling plus the characters are hilarious mister <unk> follow constantly and always cry orders and <unk> helper felix equal and adequate invariably call and yell ' when affair go wrong and incorrect finally the movie ends the way a christmas movie should end a jolly rich and plump human being laughs and shouts what a christmas br br in light no subject and motif what mature you are you farewell love this movie,negative,0,positive,1,positive,1,positive,1,positive,1
